Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G),Timestamp
5543,-0.017453293,-0.037088247,1.919862177,-0.17,0,9.89,0,0,0,1743569274.4074411
5544,0.002181662,-0.009817477,1.775872514,-0.67,-0.83,9.95,0,0,0,1743569274.4205797
5545,-0.006544985,-0.032724923,1.746420083,-0.45,-0.44,9.87,0,0,0,1743569274.4346766
5546,-0.005454154,-0.015271631,1.932952147,-0.4,-0.24,9.96,0,0,0,1743569274.449714
5547,0.002181662,-0.010908308,2.284199659,-0.54,-0.2,9.92,0,0,0,1743569274.462608
5548,-0.019634954,-0.025089108,2.480549199,-0.91,-0.43,10,0,0,0,1743569274.476993
5549,-0.002181662,-0.004363323,2.191479042,-0.77,-0.65,9.99,0,0,0,1743569274.4905882
5550,-0.037088247,-0.02727077,1.966767901,-0.63,-0.66,9.98,0,0,0,1743569274.5034814
5551,-0.081812309,-0.057814031,1.718058482,-0.46,-0.65,9.94,0,0,0,1743569274.5163734
5552,-0.074176493,-0.029452431,1.308996939,0.1,0.17,9.93,0,0,0,1743569274.530324
5553,-0.123263878,0.013089969,1.228275461,0.18,0.13,9.91,0,0,0,1743569274.5442102
5554,-0.226892803,0.04145157,1.530435588,0.71,1.12,10.03,0,0,0,1743569274.5571127
5555,-0.382881605,0.059995693,1.900227223,-0.43,-0.33,10.18,0,0,0,1743569274.5702474
5556,-0.503963822,0.001090831,2.288562982,-0.45,-0.34,10.09,0,0,0,1743569274.5841117
5557,-0.586866961,-0.066540678,2.42600766,-0.98,-1.91,10.6,0,0,0,1743569274.599285
5558,-1.223912138,-0.184350402,2.393282737,-1.55,-2.26,10.65,0,0,0,1743569274.6121807
5559,-0.981747704,-0.622864377,1.829323222,-1.46,-2.06,10.25,0,0,0,1743569274.6277978
5560,-0.630500192,-0.15380714,0.700313362,-1.02,-2.09,9.47,0,0,0,1743569274.6409478
5561,-0.203985356,-0.157079633,0.210530341,-0.84,-1.54,9.9,0,0,0,1743569274.6538417
5562,-0.056723201,-0.343611696,0.109083078,-0.09,-1.37,10.37,0,0,0,1743569274.666737
5563,-0.124354709,-0.496328006,0.586866961,0.35,-2.44,11.28,0,0,0,1743569274.680359
5564,-0.19525871,-0.521417114,1.496619834,-0.53,-2.73,10.98,0,0,0,1743569274.6946206
5565,0.005454154,-0.918479519,1.007927643,0.26,-1.4,10.51,0,0,0,1743569274.7075171
5566,0.944659458,-1.665698605,0.467966406,-0.05,0.38,9.47,0,0,0,1743569274.720661
5567,0.765763209,-1.761691714,0.661043454,-0.26,0.34,9.33,0,0,0,1743569274.735183
5568,0.6414085,-1.735511775,0.817032256,0.34,-0.59,9.98,0,0,0,1743569274.7499158
5569,0.800669794,-1.850049007,0.521417114,0.99,-0.29,10.07,0,0,0,1743569274.762817
5570,1.006836812,-1.84023153,0.458148929,1.54,-0.61,9.74,0,0,0,1743569274.7784004
5571,1.107193244,-1.888228085,0.427605667,1.56,-0.91,10.74,0,0,0,1743569274.7912962
5572,1.130100691,-1.988584516,0.615228561,2.31,-0.76,10.74,0,0,0,1743569274.8041902
5573,1.072286659,-1.650426974,0.769035702,2.41,-1.36,11.39,0,0,0,1743569274.8170838
5574,0.57159533,-1.121374044,1.193368876,-0.44,-0.73,11.07,0,0,0,1743569274.8305867
5575,0.701404193,-2.57872397,0.578140315,1.36,0.45,6.65,0,0,0,1743569274.8451757
5576,0.939205304,-3.144865146,0.258526895,2.37,1.03,6.5,0,0,0,1743569274.8582842
5577,0.662134285,-1.929679654,0.54432456,2.98,0.09,9.46,0,0,0,1743569274.871176
5578,0.601047761,-1.77041836,0.520326283,3.22,-0.81,9.1,0,0,0,1743569274.8865662
5579,1.403899217,-1.436624141,-0.50178216,3.39,-0.5,8.08,0,0,0,1743569274.9003396
5580,1.61770205,-1.130100691,-0.889027088,2.24,0.92,8.63,0,0,0,1743569274.9132388
5581,1.564251342,-1.364629309,-0.911934534,3.2,1.52,8.89,0,0,0,1743569274.9285407
5582,0.909752873,-1.57515965,0.051269047,3.41,0.99,8.93,0,0,0,1743569274.9414983
5583,0.761399886,-1.562069681,0.313068435,3.73,0.27,8.86,0,0,0,1743569274.954394
5584,0.809396441,-1.521708942,0.355610835,3.76,0.39,8.98,0,0,0,1743569274.9672873
5585,0.690495885,-1.504255649,0.268344372,4.48,1.36,8.92,0,0,0,1743569274.9804704
5586,0.546506222,-1.452986602,0.422151513,5.79,1.83,8.54,0,0,0,1743569274.9950473
5587,0.275980188,-1.082104136,0.807214779,4.38,2.55,7.98,0,0,0,1743569275.0081456
5588,0.122173048,-0.331612558,1.037380074,3.79,1.88,7.47,0,0,0,1743569275.0210435
5589,0.233437787,-0.737401609,0.722129978,4.4,1.13,7.42,0,0,0,1743569275.0364442
5590,0.22362031,-0.926115334,0.729765793,4.59,0.15,8.56,0,0,0,1743569275.0502355
5591,0.178896248,-1.081013305,0.661043454,4.47,0.03,8.21,0,0,0,1743569275.0631328
5592,0.151625479,-1.160643953,0.54323373,4.89,0.09,7.78,0,0,0,1743569275.0784402
5593,0.037088247,-0.815941425,0.333794219,5.1,0.45,8.13,0,0,0,1743569275.0913358
5594,-0.019634954,-0.72540247,0.182168741,5.13,0.36,8.21,0,0,0,1743569275.104235
5595,0.068722339,-0.762490717,0.062177355,4.99,0.58,8.38,0,0,0,1743569275.117132
5596,0.267253542,-1.095194106,0.115628063,5.4,1.29,7.57,0,0,0,1743569275.1303103
5597,0.225801972,-1.10064826,0.20943951,5.33,1.22,7.08,0,0,0,1743569275.1447241
5598,0.137444679,-0.85084801,0.272707696,5.52,1.05,6.88,0,0,0,1743569275.1578321
5599,-0.026179939,-0.025089108,0.141808002,5.22,0.41,7.7,0,0,0,1743569275.1707282
5600,-0.073085662,0.183259571,0.110173909,5.31,0.53,7.86,0,0,0,1743569275.1859372
5601,-0.043633231,0.198531202,0.09817477,5.68,0.77,7.38,0,0,0,1743569275.1998677
5602,0.071994832,0.295615142,0.076358155,5.67,0.61,7.41,0,0,0,1743569275.2127664
5603,0.095993109,0.412334036,0.032724923,5.5,0.59,7.61,0,0,0,1743569275.2281704
5604,0.050178216,0.378518282,-0.075267324,5.45,0.7,7.64,0,0,0,1743569275.2410655
5605,0.059995693,0.399244066,-0.119991386,5.45,0.86,7.69,0,0,0,1743569275.253973
5606,0.050178216,0.421060682,-0.148352986,5.42,1.05,7.86,0,0,0,1743569275.266869
5607,-0.094902278,0.27925268,-0.15271631,5.28,1,7.84,0,0,0,1743569275.2801619
5608,-0.151625479,0.269435203,-0.173442094,5.28,1.2,7.81,0,0,0,1743569275.2946267
5609,-0.186532064,0.289070157,-0.133081355,5.26,0.87,7.89,0,0,0,1743569275.307705
5610,-0.077448986,0.231256126,-0.187622895,5.1,0.82,7.96,0,0,0,1743569275.3206027
5611,-0.046905724,0.220347818,-0.186532064,5.04,1.15,7.84,0,0,0,1743569275.3349679
5612,-0.09817477,0.261799388,-0.081812309,5.27,0.96,7.78,0,0,0,1743569275.349392
5613,-0.107992247,0.491964683,-0.023998277,5.23,0.64,7.86,0,0,0,1743569275.362305
5614,-0.010908308,0.631591023,-0.198531202,5.11,0.24,7.78,0,0,0,1743569275.3771942
5615,0.296705973,1.018835951,-0.861756318,4.82,0.43,7.75,0,0,0,1743569275.390267
5616,0.416697359,1.22718463,-1.186823891,4.67,0.65,8.14,0,0,0,1743569275.4031625
5617,0.491964683,1.305724447,-1.344994355,4.48,0.69,8.29,0,0,0,1743569275.416055
5618,0.476693052,1.327541062,-1.317723585,4.31,1.69,8.07,0,0,0,1743569275.4296849
5619,0.463603083,1.398445063,-1.123555706,4.26,1.93,8.19,0,0,0,1743569275.4436574
5620,0.395971574,1.43553331,-0.893390411,4.25,2.29,8.47,0,0,0,1743569275.4565485
5621,0.318522588,1.436624141,-0.654498469,3.84,2.27,8.65,0,0,0,1743569275.4696395
5622,0.36215582,1.261000385,-0.302160127,4.13,2.4,8.61,0,0,0,1743569275.4837146
5623,0.476693052,1.201004692,-0.229074464,4.34,2.71,8.52,0,0,0,1743569275.4987493
5624,0.90648038,0.914116196,-0.776671517,4.47,2.99,8.29,0,0,0,1743569275.5116446
5625,1.186823891,1.373355955,-1.088649121,4.76,0.99,7.79,0,0,0,1743569275.5276115
5626,1.144281491,1.35263017,-0.907571211,3.59,2.29,10.53,0,0,0,1743569275.5405064
5627,1.371174294,0.546506222,-1.247910415,3.03,1.79,9.76,0,0,0,1743569275.5534022
5628,1.19882303,0.594502776,-1.144281491,1.87,1.67,9.22,0,0,0,1743569275.5663064
5629,-0.078539816,0.897753734,-0.077448986,1.2,2.57,9.57,0,0,0,1743569275.5797904
5630,-0.856302164,0.833394718,0.896662903,1.75,2.91,9.05,0,0,0,1743569275.5942886
5631,-1.243547092,0.817032256,1.409353371,3.13,2.19,8.24,0,0,0,1743569275.6073723
5632,-0.949022781,1.052651705,1.166098106,2.42,2,9.77,0,0,0,1743569275.6202679
5633,-0.558505361,0.399244066,1.076649982,2.53,1.58,9.45,0,0,0,1743569275.6352804
5634,-0.619591884,0.076358155,0.859574657,2.46,1.4,8.98,0,0,0,1743569275.6493998
5635,-0.665406777,0.174532925,0.589048623,2.12,1.73,8.71,0,0,0,1743569275.6622963
5636,-0.773399025,0.062177355,0.640317669,2.44,1.23,8.43,0,0,0,1743569275.6778064
5637,-1.148644814,1.255546231,0.548687884,2.71,1.04,8.33,0,0,0,1743569275.6907008
5638,-0.963203581,1.690787713,0.191986218,2.19,1.13,8.89,0,0,0,1743569275.703594
5639,-0.931569488,1.847867346,0.050178216,2.6,2.06,8.87,0,0,0,1743569276
5640,0.208348679,1.216276322,-1.985312024,-0.18,-1.46,6.47,0,0,0,1743569275.729774
5641,1.027562597,1.246819584,-3.328124717,1.49,1.74,8.63,0,0,0,1743569275.7443464
5642,0.653407639,1.782417499,-3.114321884,1.89,3.65,9.94,0,0,0,1743569275.7574997
5643,-0.91957035,1.769327529,0.140717171,2.18,2.33,11.09,0,0,0,1743569275.7704103
5644,-1.10064826,1.748601744,0.592321115,2.92,1.6,11.26,0,0,0,1743569275.7860005
5645,-0.871573795,1.746420083,0.547597053,0.35,-0.29,11.4,0,0,0,1743569275.7996597
5646,-0.72540247,1.434442479,0.413424867,0.35,0.22,11.48,0,0,0,1743569275.8125622
5647,-0.699222532,1.132282352,0.438513975,0.74,1.21,11.04,0,0,0,1743569275.8277845
5648,-0.36215582,-0.090538955,0.249800249,0.87,2.17,9.3,0,0,0,1743569275.8406794
5649,-0.354520004,-0.335975881,0.229074464,0.28,1.37,7.96,0,0,0,1743569275.8535788
5650,-0.363246651,-0.08399397,0.29343348,0.39,0.83,7.73,0,0,0,1743569275.866481
5651,-0.170169602,1.247910415,0.258526895,0.08,0.76,9.21,0,0,0,1743569275.8796628
5652,-0.296705973,1.779145006,0.286888496,0.08,0.65,9.79,0,0,0,1743569275.8941956
5653,-0.394880743,1.978767039,0.332703389,-0.1,0.49,10.11,0,0,0,1743569275.9072797
5654,-0.330521727,1.757328391,0.29234265,-0.72,0.62,10.18,0,0,0,1743569275.920353
5655,-0.343611696,1.540253065,0.283616003,-0.98,0.38,10.11,0,0,0,1743569275.9358237
5656,-0.304341788,1.250092077,0.016362462,-0.75,0.71,9.91,0,0,0,1743569275.9494867
5657,-0.272707696,1.247910415,-0.076358155,-1.04,0.17,9.91,0,0,0,1743569275.9623826
5658,-0.178896248,1.347176016,-0.218166156,-1,0.37,10,0,0,0,1743569275.9777954
5659,-0.263981049,1.506437311,-0.254163572,-1.9,0.26,10.02,0,0,0,1743569275.9906886
5660,-0.305432619,1.440987464,-0.198531202,-2.19,0.47,9.83,0,0,0,1743569276.0035872
5661,-0.44614979,1.244637923,-0.179987079,-2.31,0.41,9.65,0,0,0,1743569276.016616
5662,-0.517053791,1.041743397,-0.177805418,-1.74,0.63,9.51,0,0,0,1743569276.029699
5663,-0.610865238,1.197732199,-0.266162711,-1.55,0.79,9.68,0,0,0,1743569276.0445263
5664,-0.742855763,1.42135251,-0.305432619,-1.48,0.64,9.97,0,0,0,1743569276.0576184
5665,-0.884663765,1.385355094,-0.364337481,-1.91,-0.67,11.92,0,0,0,1743569276.0705118
5666,-0.868301303,0.429787328,-0.370882466,-2.37,-0.79,9.98,0,0,0,1743569276.0863965
5667,-0.040360739,0.301069296,-0.658861793,-2.56,-0.37,10.06,0,0,0,1743569276.099739
5668,0.158170463,0.343611696,-0.687223393,-2.63,-1.05,10.35,0,0,0,1743569276.1126328
5669,0.426514836,0.330521727,-0.470148067,-2.4,0.57,9.64,0,0,0,1743569276.1276643
5670,0.464693913,0.134172186,-0.245436926,-2.54,0.18,9.72,0,0,0,1743569276.140562
5671,0.534507083,0.044724062,-0.224711141,-2.63,-0.25,9.89,0,0,0,1743569276.1534646
5672,0.620682715,0.039269908,-0.126536371,-2.53,-0.36,10.05,0,0,0,1743569276.1663678
5673,0.565050345,0.29234265,0.075267324,-2.6,0.17,9.65,0,0,0,1743569276.1794686
5674,0.479965544,0.40360739,-0.035997416,-2.79,0.16,9.45,0,0,0,1743569276.1941433
5675,0.317431758,0.469057236,-0.130899694,-2.79,0.38,9.43,0,0,0,1743569276.2072477
5676,-0.304341788,0.695950039,0.005454154,-2.73,0.4,9.34,0,0,0,1743569276.2201436
5677,-0.662134285,0.827940564,0.075267324,-2.67,0.18,9.56,0,0,0,1743569276.235743
5678,-0.734129117,0.862847149,-0.114537232,-2.69,0,9.72,0,0,0,1743569276.2494478
5679,-0.482147206,0.678496747,-0.269435203,-2.91,-0.15,9.67,0,0,0,1743569276.2623446
5680,-0.118900555,0.389426589,-0.311977604,-3.18,0.52,9.01,0,0,0,1743569276.2775054
5681,-0.092720617,0.005454154,0.058904862,-3.66,0.19,8.93,0,0,0,1743569276.2903993
5682,-0.247618588,-0.13962634,0.143989663,-3.2,-0.02,9.55,0,0,0,1743569276.3032925
5683,-0.249800249,-0.186532064,0.172351264,-3.06,-0.31,9.91,0,0,0,1743569276.316192
5684,-0.309795942,0.105810586,0.30652345,-3.01,-0.3,9.76,0,0,0,1743569276.3292956
5685,-0.401425728,0.280343511,0.239982772,-3.02,-0.21,9.64,0,0,0,1743569276.3439424
5686,-0.659952623,0.512690468,0.203985356,-3.29,-0.5,9.64,0,0,0,1743569276.3570902
5687,-1.062469182,0.97520272,0.045814893,-3.23,-0.76,10.44,0,0,0,1743569276.369994
5688,-0.6697701,1.043925059,-0.078539816,-3.05,-1.68,10.76,0,0,0,1743569276.385555
5689,0.054541539,1.090830782,-0.124354709,-3.7,0.68,8.98,0,0,0,1743569276.3992443
5690,-0.201803695,0.911934534,0.167987941,-3.42,0.25,9.25,0,0,0,1743569276.4121428
5691,-0.124354709,0.736310778,0.140717171,-3.78,-0.43,9.66,0,0,0,1743569276.4273317
5692,-0.29343348,0.747219086,0.273798526,-3.87,-0.74,9.7,0,0,0,1743569276.4402294
5693,-0.344702527,0.907571211,0.266162711,-3.92,-0.74,9.8,0,0,0,1743569276.4531353
5694,-0.410152374,1.103920752,0.18107791,-4.27,-0.66,9.44,0,0,0,1743569276.4660354
5695,-0.406879882,1.245728754,-0.135263017,-4.44,-0.62,8.83,0,0,0,1743569276.4791777
5696,-0.485419698,1.060287521,-0.16689711,-4.25,-0.36,9.1,0,0,0,1743569276.4939144
5697,-0.799578964,0.710130839,-0.142898833,-4.68,-0.9,8.96,0,0,0,1743569276.5070765
5698,-0.867210472,0.46033059,-0.179987079,-4.33,-1.61,8.91,0,0,0,1743569276.519973
5699,-0.434150651,0.643590162,-0.207257849,-4.35,-1.27,8.94,0,0,0,1743569276.535617
5700,0.15271631,0.78103484,-0.290160988,-4.58,-0.7,8.67,0,0,0,1743569276.5492902
5701,0.294524311,0.685041731,-0.321795081,-4.57,-0.67,8.76,0,0,0,1743569276.5621986
5702,0.337066712,0.586866961,-0.304341788,-4.89,-0.74,8.92,0,0,0,1743569276.5772934
5703,0.159261294,0.440695636,-0.23671028,-4.75,-0.94,9.02,0,0,0,1743569276.5901904
5704,0.056723201,0.411243205,-0.172351264,-4.99,-1.03,8.79,0,0,0,1743569276.6030886
5705,0.11126474,0.478874714,-0.093811447,-5.14,-0.89,8.69,0,0,0,1743569276.6159852
5706,0.070904001,0.459239759,0.109083078,-5.07,-0.92,8.76,0,0,0,1743569276.6291318
5707,-0.042542401,0.361064989,0.16689711,-5.11,-0.87,8.68,0,0,0,1743569276.6437762
5708,-0.184350402,0.202894526,0.200712864,-4.99,-0.85,8.75,0,0,0,1743569276.6568456
5709,-0.301069296,-0.114537232,0.154897971,-4.88,-0.81,8.77,0,0,0,1743569276.669746
5710,-0.129808863,-0.093811447,0.19525871,-4.76,-0.79,8.98,0,0,0,1743569276.6843863
5711,0.020725785,-0.002181662,0.224711141,-4.97,-0.99,8.89,0,0,0,1743569276.698488
5712,0.095993109,0.122173048,0.246527757,-5.1,-1.22,8.78,0,0,0,1743569276.711395
5713,0.081812309,0.122173048,0.213802833,-5.09,-1.18,8.71,0,0,0,1743569276.7268915
5714,0.146171325,0.052359878,0.124354709,-5.05,-0.9,8.77,0,0,0,1743569276.739796
5715,0.150534648,-0.034906585,0.067631509,-5.02,-0.81,8.91,0,0,0,1743569276.7526898
5716,0.076358155,-0.093811447,0.049087385,-5.05,-0.83,8.84,0,0,0,1743569276.7655888
5717,0.018544123,-0.088357293,0.046905724,-5.03,-0.9,8.74,0,0,0,1743569276.7788773
5718,0.075267324,-0.056723201,0.037088247,-5.01,-0.85,8.79,0,0,0,1743569276.7924006
5719,0.159261294,-0.030543262,0.016362462,-5,-0.79,8.8,0,0,0,1743569276.8053002
5720,0.233437787,-0.023998277,-0.009817477,-5.04,-0.81,8.89,0,0,0,1743569276.8184044
5721,0.298887634,-0.018544123,-0.06981317,-5.17,-0.79,8.77,0,0,0,1743569276.8313017
5722,0.269435203,-0.019634954,-0.077448986,-5.25,-0.66,8.69,0,0,0,1743569276.8469906
5723,0.151625479,-0.13962634,-0.050178216,-5,-0.71,8.84,0,0,0,1743569276.8598764
5724,0.145080494,-0.154897971,-0.038179077,-4.99,-0.62,8.78,0,0,0,1743569276.8727908
5725,0.109083078,-0.207257849,-0.013089969,-4.95,-0.75,8.89,0,0,0,1743569276.8875163
5726,-0.0283616,-0.304341788,0.075267324,-4.85,-0.79,8.88,0,0,0,1743569276.9004138
5727,-0.007635815,-0.303250958,0.088357293,-4.8,-0.79,8.8,0,0,0,1743569276.9133139
5728,0.094902278,-0.311977604,0.054541539,-4.86,-0.59,8.8,0,0,0,1743569276.9276552
5729,0.194167879,-0.437423144,0.005454154,-4.65,-0.55,8.95,0,0,0,1743569276.9406052
5730,0.158170463,-0.526871268,-0.004363323,-4.55,-0.52,9.01,0,0,0,1743569276.9535038
5731,0.159261294,-0.570504499,-0.029452431,-4.68,-0.5,8.95,0,0,0,1743569276.9665785
5732,0.13962634,-0.618501054,-0.015271631,-4.57,-0.49,8.95,0,0,0,1743569276.979477
5733,0.145080494,-0.665406777,-0.022907446,-4.49,-0.57,8.93,0,0,0,1743569276.9938996
5734,0.148352986,-0.745037424,0,-4.5,-0.47,8.95,0,0,0,1743569277.0069978
5735,0.018544123,-1.021017612,0.045814893,-4.34,-0.43,8.9,0,0,0,1743569277.019877
5736,0.002181662,-1.186823891,0.019634954,-4.14,-0.58,9,0,0,0,1743569277.0357697
5737,0.13962634,-1.378810109,-0.057814031,-3.81,-0.36,9.25,0,0,0,1743569277.0489435
5738,0.141808002,-1.454077433,-0.09708394,-3.83,-0.37,9.24,0,0,0,1743569277.0618432
5739,0.09708394,-1.536980573,-0.09708394,-3.58,-0.53,9.34,0,0,0,1743569277.0768764
5740,0.050178216,-1.653699466,-0.047996554,-3.33,-0.54,9.42,0,0,0,1743569277.0897748
5741,0.016362462,-1.683151897,-0.035997416,-3.04,-0.41,9.43,0,0,0,1743569277.1026754
5742,-0.008726646,-1.720240144,-0.006544985,-3.01,-0.42,9.57,0,0,0,1743569277.115576
5743,-0.045814893,-1.747510914,0.070904001,-2.9,-0.46,9.73,0,0,0,1743569277.1286738
5744,-0.092720617,-1.70060519,0.131990525,-2.98,-0.39,9.48,0,0,0,1743569277.1434782
5745,-0.075267324,-1.701696021,0.106901417,-2.82,-0.58,9.59,0,0,0,1743569277.1565948
5746,0.100356432,-1.651517805,-0.126536371,-2.49,-0.5,9.8,0,0,0,1743569277.1694934
5747,0.068722339,-1.607884573,-0.187622895,-2.2,-0.58,10.03,0,0,0,1743569277
5748,0.06981317,-1.33844937,-0.248709418,-1.87,-0.66,10.18,0,0,0,1743569277.1987028
5749,0.039269908,-1.180278907,-0.208348679,-1.57,-0.46,10.09,0,0,0,1743569277.2117858
5750,0.019634954,-1.07337749,-0.155988802,-1.11,-0.61,10.56,0,0,0,1743569277.226783
5751,-0.038179077,-0.554142038,-0.047996554,-1.16,-0.46,10.36,0,0,0,1743569277.2396843
5752,-0.007635815,-0.32070425,-0.059995693,-1.51,-0.44,9.85,0,0,0,1743569277.2525792
5753,-0.006544985,-0.244346095,-0.080721478,-1.56,-0.46,9.76,0,0,0,1743569277.2654767
5754,0.025089108,-0.329430896,-0.078539816,-1.66,-0.37,9.41,0,0,0,1743569277.278537
5755,0.059995693,-0.452694775,-0.116718894,-1.6,-0.16,9.37,0,0,0,1743569277.2933667
5756,0.087266463,-0.705767516,-0.22362031,-1.73,-0.39,8.81,0,0,0,1743569277.3064618
5757,0.094902278,-1.562069681,-0.383972435,-2.16,-1.21,9.02,0,0,0,1743569277.3193579
5758,0.282525173,-2.159844949,-0.373064128,-1,-0.8,9.78,0,0,0,1743569277.3353775
5759,-0.244346095,-1.360265986,0.155988802,3.52,-2.53,11.8,0,0,0,1743569277.348656
5760,-0.073085662,0.118900555,0.119991386,-1.14,0.27,9.8,0,0,0,1743569277.3615546
5761,0.087266463,0.068722339,-0.18107791,-0.69,-0.53,10.1,0,0,0,1743569277.3765938
5762,-0.071994832,-0.010908308,0.218166156,-0.95,-0.2,9.92,0,0,0,1743569277.3894968
5763,0.006544985,-0.008726646,0.087266463,-0.72,-0.19,9.93,0,0,0,1743569277.4023976
5764,0.020725785,-0.017453293,0.062177355,-0.56,-0.31,9.93,0,0,0,1743569277.4152932
5765,0.029452431,0,0.002181662,-0.51,-0.38,9.91,0,0,0,1743569277.4283752
5766,0.003272492,-0.007635815,-0.002181662,-0.5,-0.39,9.91,0,0,0,1743569277.4422448
5767,-0.002181662,-0.021816616,-0.001090831,-0.49,-0.4,9.96,0,0,0,1743569277.4551435
5768,-0.018544123,-0.019634954,0.005454154,-0.47,-0.41,9.93,0,0,0,1743569277.4682295
5769,-0.025089108,-0.0141808,0.008726646,-0.5,-0.42,9.94,0,0,0,1743569277.4822092
5770,-0.019634954,-0.010908308,0.016362462,-0.51,-0.43,9.93,0,0,0,1743569277.4970343
5771,-0.008726646,-0.017453293,0.0283616,-0.48,-0.45,9.93,0,0,0,1743569277.5099473
5772,-0.001090831,-0.025089108,0.018544123,-0.5,-0.4,9.91,0,0,0,1743569277.523679
5773,0.001090831,-0.02727077,0.009817477,-0.55,-0.44,9.94,0,0,0,1743569277.5376418
5774,0.021816616,-0.057814031,0.022907446,-0.38,-0.35,9.91,0,0,0,1743569277.5505402
5775,0.010908308,-0.047996554,0.042542401,-0.42,-0.43,9.94,0,0,0,1743569277.5634356
5776,-0.002181662,-0.022907446,0.003272492,-0.47,-0.42,9.9,0,0,0,1743569277.577413
5777,-0.006544985,-0.015271631,-0.009817477,-0.47,-0.41,9.9,0,0,0,1743569277.5903134
5778,-0.007635815,-0.020725785,-0.013089969,-0.49,-0.4,9.92,0,0,0,1743569277.6032155
5779,-0.010908308,-0.033815754,-0.026179939,-0.38,-0.43,9.95,0,0,0,1743569277.6162374
5780,-0.002181662,-0.046905724,-0.193077049,-0.39,-0.39,9.9,0,0,0,1743569277.6291351
5781,0.001090831,-0.035997416,-0.316340927,-0.47,-0.39,9.88,0,0,0,1743569277.6440506
5782,-0.004363323,-0.021816616,-0.388335759,-0.43,-0.44,9.93,0,0,0,1743569277.657175
5783,-0.013089969,-0.009817477,-0.39051742,-0.42,-0.47,9.92,0,0,0,1743569277.6700702
5784,0.001090831,-0.004363323,-0.440695636,-0.47,-0.42,9.91,0,0,0,1743569277.6856794
5785,0.001090831,-0.005454154,-0.358883327,-0.44,-0.4,9.92,0,0,0,1743569277.698618
5786,0,-0.009817477,-0.338157543,-0.51,-0.36,9.94,0,0,0,1743569277.7115293
5787,-0.008726646,-0.010908308,-0.329430896,-0.47,-0.42,9.93,0,0,0,1743569277.7260447
5788,-0.008726646,-0.015271631,-0.232346957,-0.48,-0.41,9.88,0,0,0,1743569277.7389657
5789,-0.007635815,-0.009817477,-0.167987941,-0.45,-0.42,9.94,0,0,0,1743569277.751886
5790,0.004363323,-0.006544985,-0.053450708,-0.47,-0.4,9.93,0,0,0,1743569277.7647858
5791,0.011999139,-0.005454154,0.001090831,-0.44,-0.42,9.92,0,0,0,1743569277.7779422
5792,0.009817477,-0.010908308,0,-0.44,-0.43,9.92,0,0,0,1743569277.7919283
5793,0.003272492,-0.011999139,0.003272492,-0.44,-0.41,9.95,0,0,0,1743569277.8056142
5794,0.007635815,-0.010908308,-0.001090831,-0.45,-0.48,9.93,0,0,0,1743569277.8185182
5795,0.025089108,-0.013089969,0.001090831,-0.53,-0.57,10,0,0,0,1743569277.8330083
5796,0.102538094,-0.011999139,0.094902278,0.08,-0.38,9.95,0,0,0,1743569277.8471735
5797,0.102538094,-0.057814031,1.541343896,-1.32,0.32,9.93,0,0,0,1743569277.8602648
5798,0.025089108,-0.02727077,1.84023153,-0.86,0,9.96,0,0,0,1743569277.875817
5799,0.057814031,-0.023998277,2.315833751,-0.82,-0.02,9.95,0,0,0,1743569278
5800,0.062177355,-0.021816616,2.611448893,-0.8,0.04,9.91,0,0,0,1743569277.9016206
5801,0.075267324,-0.010908308,2.819797573,-0.77,-0.14,9.96,0,0,0,1743569277.9145198
5802,0.050178216,-0.005454154,2.879793266,-0.71,-0.2,9.96,0,0,0,1743569277.9277334
5803,0.054541539,0.001090831,2.897246558,-0.82,-0.18,9.95,0,0,0,1743569277.9417317
5804,0.074176493,0.006544985,3.179771731,-1.02,-0.14,9.96,0,0,0,1743569277.9546306
5805,0.059995693,-0.003272492,3.953170756,-0.57,-0.5,9.92,0,0,0,1743569277.9677188
5806,0.065449847,0.001090831,3.912810017,-0.72,-0.33,9.89,0,0,0,1743569277.982336
5807,0.054541539,-0.002181662,3.804817769,-0.51,-0.44,9.82,0,0,0,1743569277.9969137
